timestamp,epoch,avg_loss,val_loss,gradient,gradient_2nd,abs_gradient,experiment_id
2025-12-06 07:21:11,1,11.659211,8.291458,-3.695807000000001,1.6327890000000007,3.695807000000001,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:12,2,7.963404,7.894926,-2.0630180000000005,1.6432365000000007,2.0630180000000005,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:13,3,7.533175,7.728726,-0.40933399999999986,0.8894570000000002,0.40933399999999986,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:15,4,7.144736,7.605263,-0.28410400000000013,0.09215249999999986,0.28410400000000013,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:16,5,6.964967,7.51799,-0.22502900000000015,0.03276900000000005,0.22502900000000015,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:17,6,6.694678,7.527245,-0.21856600000000004,0.017291250000000202,0.21856600000000004,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:18,7,6.527835,7.540991,-0.19044649999999974,0.007050500000000071,0.19044649999999974,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:19,8,6.313785,7.541492,-0.2044649999999999,0.009049249999999898,0.2044649999999999,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:21,9,6.118905,7.60285,-0.17234799999999995,0.011987999999999888,0.17234799999999995,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:22,10,5.969089,7.620234,-0.18048900000000012,-0.01835175000000011,0.18048900000000012,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:23,11,5.757927,7.674549,-0.20905150000000017,-0.0024717499999997727,0.20905150000000017,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:24,12,5.550986,7.759632,-0.18543249999999967,0.034627000000000185,0.18543249999999967,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:25,13,5.387062,7.724798,-0.1397974999999998,0.03628574999999978,0.1397974999999998,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:26,14,5.271391,7.937811,-0.1128610000000001,-0.004550500000000124,0.1128610000000001,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:27,15,5.16134,7.909423,-0.14889850000000004,-0.043933250000000035,0.14889850000000004,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:28,16,4.973594,8.078311,-0.20072750000000017,0.0035012500000000113,0.20072750000000017,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:29,17,4.759885,8.220439,-0.14189600000000002,0.04103275000000006,0.14189600000000002,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:31,18,4.689802,8.253854,-0.11866200000000005,-0.015798250000000014,0.11866200000000005,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:32,19,4.522561,8.326599,-0.17349250000000005,-0.02319474999999982,0.17349250000000005,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:33,20,4.342817,8.473111,-0.16505149999999968,0.026224500000000095,0.16505149999999968,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:34,21,4.192458,8.673987,-0.12104349999999986,0.02913599999999983,0.12104349999999986,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:35,22,4.10073,8.767357,-0.10677950000000003,-0.004099000000000186,0.10677950000000003,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:36,23,3.978899,9.001014,-0.12924150000000023,-0.01682675,0.12924150000000023,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:37,24,3.842247,9.037635,-0.14043300000000003,0.0018042500000001738,0.14043300000000003,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:38,25,3.698033,9.1267,-0.12563299999999988,0.0026734999999999953,0.12563299999999988,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:39,26,3.590981,9.309478,-0.13508600000000004,-0.003582500000000155,0.13508600000000004,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:41,27,3.427861,9.540452,-0.1327980000000002,0.032531500000000046,0.1327980000000002,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:42,28,3.325385,9.545569,-0.07002299999999995,0.009580500000000103,0.07002299999999995,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:43,29,3.287815,9.61498,-0.11363699999999999,-0.059840500000000185,0.11363699999999999,add_magnus_karlsen_najdorf_game
2025-12-06 07:21:44,30,3.098111,9.655868,-0.18970400000000032,-0.07606700000000033,0.18970400000000032,add_magnus_karlsen_najdorf_game
2025-12-06 06:54:12,1,5.192548,4.953118,-0.5479500000000002,0.18614849999999983,0.5479500000000002,add_magnus_karlsen
2025-12-06 06:54:14,2,4.644598,4.833515,-0.36180150000000033,0.200156,0.36180150000000033,add_magnus_karlsen
2025-12-06 06:54:16,3,4.468945,4.790031,-0.14763800000000016,0.10971775000000017,0.14763800000000016,add_magnus_karlsen
2025-12-06 06:54:17,4,4.349322,4.735228,-0.142366,-0.008575749999999882,0.142366,add_magnus_karlsen
2025-12-06 06:54:19,5,4.184213,4.675334,-0.16478949999999992,0.009339250000000021,0.16478949999999992,add_magnus_karlsen
2025-12-06 06:54:21,6,4.019743,4.585826,-0.12368749999999995,0.01716949999999995,0.12368749999999995,add_magnus_karlsen
2025-12-06 06:54:23,7,3.936838,4.507926,-0.13045050000000002,0.007654249999999974,0.13045050000000002,add_magnus_karlsen
2025-12-06 06:54:25,8,3.758842,4.445092,-0.108379,0.003381749999999961,0.108379,add_magnus_karlsen
2025-12-06 06:54:27,9,3.72008,4.463592,-0.1236870000000001,-0.02675050000000001,0.1236870000000001,add_magnus_karlsen
2025-12-06 06:54:29,10,3.511468,4.391484,-0.16188000000000002,0.012703750000000125,0.16188000000000002,add_magnus_karlsen
2025-12-06 06:54:31,11,3.39632,4.346542,-0.09827949999999985,0.029813250000000013,0.09827949999999985,add_magnus_karlsen
2025-12-06 06:54:33,12,3.314909,4.4702,-0.1022535,-0.025908250000000077,0.1022535,add_magnus_karlsen
2025-12-06 06:54:34,13,3.191813,4.2455,-0.150096,-0.016453249999999975,0.150096,add_magnus_karlsen
2025-12-06 06:54:36,14,3.014717,4.129643,-0.13515999999999995,0.01738974999999998,0.13515999999999995,add_magnus_karlsen
2025-12-06 06:54:38,15,2.921493,4.012362,-0.11531650000000004,0.006812249999999964,0.11531650000000004,add_magnus_karlsen
2025-12-06 06:54:40,16,2.784084,4.095382,-0.12153550000000002,0.013253249999999994,0.12153550000000002,add_magnus_karlsen
2025-12-06 06:54:42,17,2.678422,4.068295,-0.08881000000000006,0.02209950000000005,0.08881000000000006,add_magnus_karlsen
2025-12-06 06:54:44,18,2.606464,4.174336,-0.07733649999999992,-0.003870999999999958,0.07733649999999992,add_magnus_karlsen
2025-12-06 06:54:46,19,2.523749,4.15381,-0.09655199999999997,-0.0077665000000000095,0.09655199999999997,add_magnus_karlsen
2025-12-06 06:54:47,20,2.41336,4.190565,-0.09286949999999994,0.014188749999999972,0.09286949999999994,add_magnus_karlsen
2025-12-06 06:54:49,21,2.33801,4.317193,-0.06817450000000003,0.011629749999999883,0.06817450000000003,add_magnus_karlsen
2025-12-06 06:54:51,22,2.277011,4.3221,-0.06961000000000017,-0.0031767499999999504,0.06961000000000017,add_magnus_karlsen
2025-12-06 06:54:53,23,2.19879,4.360817,-0.07452799999999993,-0.0015582499999998722,0.07452799999999993,add_magnus_karlsen
2025-12-06 06:54:55,24,2.127955,4.418959,-0.07272649999999992,-0.008443000000000034,0.07272649999999992,add_magnus_karlsen
2025-12-06 06:54:57,25,2.053337,4.53534,-0.091414,-0.006588250000000018,0.091414,add_magnus_karlsen
2025-12-06 06:54:59,26,1.945127,4.557763,-0.08590299999999995,0.009901500000000008,0.08590299999999995,add_magnus_karlsen
2025-12-06 06:55:00,27,1.881531,4.652287,-0.07161099999999998,0.010348999999999942,0.07161099999999998,add_magnus_karlsen
2025-12-06 06:55:02,28,1.801905,4.761626,-0.06520500000000007,0.007115499999999941,0.06520500000000007,add_magnus_karlsen
2025-12-06 06:55:04,29,1.751121,4.836634,-0.0573800000000001,0.0006145000000000178,0.0573800000000001,add_magnus_karlsen
2025-12-06 06:55:06,30,1.687145,4.892109,-0.06397600000000003,-0.006595999999999935,0.06397600000000003,add_magnus_karlsen
2025-12-06 06:41:58,1,10.739239,10.729223,-0.6356009999999994,0.15865699999999983,0.6356009999999994,add_garri_kasparov
2025-12-06 06:41:59,2,10.103638,10.657555,-0.4769439999999996,0.1649389999999995,0.4769439999999996,add_garri_kasparov
2025-12-06 06:42:00,3,9.785351,10.700787,-0.3057230000000004,0.0850569999999995,0.3057230000000004,add_garri_kasparov
2025-12-06 06:42:01,4,9.492192,10.756383,-0.3068300000000006,-0.0073859999999994486,0.3068300000000006,add_garri_kasparov
2025-12-06 06:42:03,5,9.171691,10.787978,-0.3204949999999993,0.002931500000000309,0.3204949999999993,add_garri_kasparov
2025-12-06 06:42:04,6,8.851202,10.827013,-0.300967,0.05395649999999952,0.300967,add_garri_kasparov
2025-12-06 06:42:05,7,8.569757,10.992216,-0.21258200000000027,0.017832750000000175,0.21258200000000027,add_garri_kasparov
2025-12-06 06:42:06,8,8.426038,11.166692,-0.26530149999999963,-0.0570362499999999,0.26530149999999963,add_garri_kasparov
2025-12-06 06:42:07,9,8.039154,11.260731,-0.32665450000000007,-0.02030025000000024,0.32665450000000007,add_garri_kasparov
2025-12-06 06:42:08,10,7.772729,11.445552,-0.3059020000000001,0.02918075000000009,0.3059020000000001,add_garri_kasparov
2025-12-06 06:42:09,11,7.42735,11.595033,-0.2682929999999999,0.036674000000000095,0.2682929999999999,add_garri_kasparov
2025-12-06 06:42:10,12,7.236143,11.746101,-0.23255399999999993,0.0035397499999998416,0.23255399999999993,add_garri_kasparov
2025-12-06 06:42:12,13,6.962242,11.970859,-0.2612135000000002,-0.007257749999999952,0.2612135000000002,add_garri_kasparov
2025-12-06 06:42:13,14,6.713716,12.204493,-0.24706949999999983,0.021362750000000208,0.24706949999999983,add_garri_kasparov
2025-12-06 06:42:14,15,6.468103,12.471201,-0.2184879999999998,0.01025699999999996,0.2184879999999998,add_garri_kasparov
2025-12-06 06:42:15,16,6.27674,12.621055,-0.2265554999999999,-0.016125500000000237,0.2265554999999999,add_garri_kasparov
2025-12-06 06:42:16,17,6.014992,12.862244,-0.25073900000000027,0.0014049999999998786,0.25073900000000027,add_garri_kasparov
2025-12-06 06:42:17,18,5.775262,12.995093,-0.22374550000000015,0.031062000000000145,0.22374550000000015,add_garri_kasparov
2025-12-06 06:42:18,19,5.567501,13.245704,-0.18861499999999998,0.00521824999999998,0.18861499999999998,add_garri_kasparov
2025-12-06 06:42:20,20,5.398032,13.516381,-0.2133090000000002,-0.0025002499999999817,0.2133090000000002,add_garri_kasparov
2025-12-06 06:42:21,21,5.140883,13.717762,-0.19361549999999994,0.01694775000000015,0.19361549999999994,add_garri_kasparov
